"id","zpid","name","address","city","state","zip_code","phone","verified","yelp_rating","google_rating","price_range","cuisine_type","website","hours","confidence_score","last_updated","created_at","yelp_id","google_place_id","foursquare_id","latitude","longitude","special_hours","yelp_review_count","google_review_count","google_maps_url","primary_photo_url","menu_url","vibe_attributes","review_excerpts","is_verified","data_confidence","verification_sources","last_quality_check","rating_trend","is_trending","social_buzz_score","optimal_visit_times","popular_dishes","recent_mentions","is_new_opening","last_verified_at","updated_at","elite_category","elite_search_term"
1586,yelp_RzSS1N7DrsNTbcUtRrwZDg,KazuNori | Marina Del Rey,"4635 Admiralty Way Ste 107",Marina Del Rey,CA,"90292",+14243341644,true,4.5,,$$,"Sushi Bars, Japanese",https://www.yelp.com/biz/kazunori-marina-del-rey-marina-del-rey?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:41.157 -0700,2025-07-12 16:15:41.157 -0700,RzSS1N7DrsNTbcUtRrwZDg,,,33.9810418,-118.44142210231382,"",471,,,https://s3-media0.fl.yelpcdn.com/bphoto/mldCQ8GoFQhTiJ0Azqy57Q/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:41.157 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:41.157 -0700,2025-07-12 16:15:41.157 -0700,,restaurants
1587,yelp_BsuO1KrpJSgnhM6KD1y5Tg,Groundwork Coffee,"3 Westminster Ave",Venice,CA,"90291",+13104504540,true,4.4,,$,"Coffee & Tea, Cafes",https://www.yelp.com/biz/groundwork-coffee-venice-6?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:41.312 -0700,2025-07-12 16:15:41.312 -0700,BsuO1KrpJSgnhM6KD1y5Tg,,,33.9886113384482,-118.474939125128,"",147,,,https://s3-media0.fl.yelpcdn.com/bphoto/OQFQ2SS9hOjgub8NJVhHPg/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:41.312 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:41.312 -0700,2025-07-12 16:15:41.312 -0700,,restaurants
2536,yelp_NitOxGrSIdmYEPfuUS1FEg,Shoshin Sushi,"2450 Clement St",San Francisco,CA,"94121",+14153868008,true,4.8,,,"Japanese, Sushi Bars",https://www.yelp.com/biz/shoshin-sushi-san-francisco-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 18:41:28.692 -0700,2025-07-12 18:41:28.692 -0700,NitOxGrSIdmYEPfuUS1FEg,,,37.782133,-122.485842,"",138,,,https://s3-media0.fl.yelpcdn.com/bphoto/8bBPl_oyLIqkdURoS1wRWg/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 18:41:28.692 -0700,,false,0.00,"",{},0,false,2025-07-12 18:41:28.692 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
1590,yelp_EEjpOifTash2jAPVOkUgtg,The Place To Be,"2510 Main St Ste B",Santa Monica,CA,"90405",+13103990743,true,4.4,,$$,"Bakeries, French, Cafes",https://www.yelp.com/biz/the-place-to-be-santa-monica-5?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:41.752 -0700,2025-07-12 16:15:41.752 -0700,EEjpOifTash2jAPVOkUgtg,,,34.00302,-118.48492,"",251,,,https://s3-media0.fl.yelpcdn.com/bphoto/5sAuIvhung4SPuHkwww80w/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:41.752 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:41.752 -0700,2025-07-12 16:15:41.752 -0700,,restaurants
1591,yelp_F4Xs3EBTsH6poRA07YBmWg,Alisa Wine & Friends,"1009 Abbot Kinney Blvd",Venice,CA,"90291",+13104868722,true,4.4,,,"Greek, Wine Bars, Mediterranean",https://www.yelp.com/biz/alisa-wine-and-friends-venice-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:41.903 -0700,2025-07-12 16:15:41.903 -0700,F4Xs3EBTsH6poRA07YBmWg,,,33.992356,-118.472423,"",80,,,https://s3-media0.fl.yelpcdn.com/bphoto/VpNGtkdJbraao-ADxiWXoA/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:41.903 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:41.903 -0700,2025-07-12 16:15:41.903 -0700,,restaurants
1592,yelp_YFQAWKp3rDVJx3XD_L9v8w,Manchego,"2518 Main St",Santa Monica,CA,"90405",+13104503900,true,4.4,,$$$,"Spanish, Tapas Bars",https://www.yelp.com/biz/manchego-santa-monica-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:42.053 -0700,2025-07-12 16:15:42.053 -0700,YFQAWKp3rDVJx3XD_L9v8w,,,34.0027879,-118.4846414,"",1245,,,https://s3-media0.fl.yelpcdn.com/bphoto/xclNM0MQW6fBm54JXuPVaw/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:42.053 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:42.053 -0700,2025-07-12 16:15:42.053 -0700,,restaurants
1593,yelp_oFFXwNVtQx7p0WrXzVcljA,Little Lunch Coffee,"50 Brooks Ave",Venice,CA,"90291",+13104000463,true,4.4,,,"Cafes, Coffee & Tea",https://www.yelp.com/biz/little-lunch-coffee-venice-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:42.194 -0700,2025-07-12 16:15:42.194 -0700,oFFXwNVtQx7p0WrXzVcljA,,,33.99146004852742,-118.4754943,"",164,,,https://s3-media0.fl.yelpcdn.com/bphoto/vOcNF9z4R5qNP-vmxv2vuw/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:42.194 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:42.194 -0700,2025-07-12 16:15:42.194 -0700,,restaurants
1594,yelp_hGlDWVo8uqxksFSwWC3AZA,UOVO | Marina del Rey,"4635 Admiralty Way Ste 105",Marina Del Rey,CA,"90292",+14243349336,true,4.4,,$$,"Italian, Noodles",https://www.yelp.com/biz/uovo-marina-del-rey-marina-del-rey-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:42.350 -0700,2025-07-12 16:15:42.350 -0700,hGlDWVo8uqxksFSwWC3AZA,,,33.98071,-118.44157,"",916,,,https://s3-media0.fl.yelpcdn.com/bphoto/7dI7C0zefvKTB--yFEokEw/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:42.350 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:42.350 -0700,2025-07-12 16:15:42.350 -0700,,restaurants
1595,yelp_UcSR_Dtqe5znjMtibMNTgQ,Sushi Enya - Marina Del Rey,"123 Washington Blvd",Marina del Rey,CA,"90292",+12133213828,true,4.4,,$$$,"Sushi Bars, Japanese",https://www.yelp.com/biz/sushi-enya-marina-del-rey-marina-del-rey-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:42.502 -0700,2025-07-12 16:15:42.502 -0700,UcSR_Dtqe5znjMtibMNTgQ,,,33.98027,-118.46522,"",293,,,https://s3-media0.fl.yelpcdn.com/bphoto/yxc5yklEfoZeFDkYyS0fIg/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:42.502 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:42.502 -0700,2025-07-12 16:15:42.502 -0700,,restaurants
1598,yelp_UZL1rOzA-wFq0Y7iC0cc2w,Sunny Blue,"2728 Main St",Santa Monica,CA,"90405",+13103999030,true,4.3,,$,"Japanese, Ice Cream & Frozen Yogurt, Bubble Tea",https://www.yelp.com/biz/sunny-blue-santa-monica?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:42.949 -0700,2025-07-12 16:15:42.949 -0700,UZL1rOzA-wFq0Y7iC0cc2w,,,34.0003097006718,-118.482070133146,"",1594,,,https://s3-media0.fl.yelpcdn.com/bphoto/dAsSKOTD7gd_YC_wCgZevA/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:42.949 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:42.949 -0700,2025-07-12 16:15:42.949 -0700,,restaurants
1599,yelp_hxQig4GvFVzvSFbxXwr32g,Ospi Venice,"2025 Pacific Ave",Venice,CA,"90291",+14244435007,true,4.3,,$$$,"Italian, Pizza, Cocktail Bars",https://www.yelp.com/biz/ospi-venice-venice-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:43.102 -0700,2025-07-12 16:15:43.102 -0700,hxQig4GvFVzvSFbxXwr32g,,,33.98512,-118.47027,"",1263,,,https://s3-media0.fl.yelpcdn.com/bphoto/D2sT_xbN0Y7msIpjcf5big/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:43.102 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:43.102 -0700,2025-07-12 16:15:43.102 -0700,,restaurants
1600,yelp_BzhIJ1kKEFg-YeIXTyGYZA,Naab Mediterranean ,"4020 Lincoln Blvd Ste C",Marina del Rey,CA,"90292",+14242282888,true,4.3,,$$,"Mediterranean, Persian/Iranian, Wraps",https://www.yelp.com/biz/naab-mediterranean-marina-del-rey?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:43.258 -0700,2025-07-12 16:15:43.258 -0700,BzhIJ1kKEFg-YeIXTyGYZA,,,33.99009,-118.44704,"",329,,,https://s3-media0.fl.yelpcdn.com/bphoto/4xlQr3e3otFMtGW3cSCXMQ/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:43.258 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:43.258 -0700,2025-07-12 16:15:43.258 -0700,,restaurants
1601,yelp_OCkQdKMHU-LwWTWNe5leBA,Chulita,"533 Rose Ave",Venice,CA,"90291",+13103924440,true,4.3,,$$,"Mexican, Cocktail Bars",https://www.yelp.com/biz/chulita-venice?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:43.411 -0700,2025-07-12 16:15:43.411 -0700,OCkQdKMHU-LwWTWNe5leBA,,,33.998833,-118.473093,"",671,,,https://s3-media0.fl.yelpcdn.com/bphoto/OA1LMyBfS3Bs8pzerQNbGw/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:43.411 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:43.411 -0700,2025-07-12 16:15:43.411 -0700,,restaurants
1602,yelp_GTKI-aelJ-hd0ozccT06CA,Fat Sal's - Venice Beach,"37 Washington Blvd",Marina Del Rey,CA,"90292",+13104523229,true,4.3,,$$,"Sandwiches, Burgers, Cheesesteaks",https://www.yelp.com/biz/fat-sals-venice-beach-marina-del-rey-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:43.628 -0700,2025-07-12 16:15:43.628 -0700,GTKI-aelJ-hd0ozccT06CA,,,33.97981,-118.46596,"",202,,,https://s3-media0.fl.yelpcdn.com/bphoto/yxm_CvGlSeznBMbOeWqitw/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:43.628 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:43.628 -0700,2025-07-12 16:15:43.628 -0700,,restaurants
1603,yelp_Brnf5oMd-FY4AQI5xWl9Xw,Fruit Gallery,"9 Westminster Ave",Venice,CA,"90291",+13104833356,true,4.3,,$,"Juice Bars & Smoothies, Wraps",https://www.yelp.com/biz/fruit-gallery-venice?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:43.824 -0700,2025-07-12 16:15:43.824 -0700,Brnf5oMd-FY4AQI5xWl9Xw,,,33.98876150148504,-118.4747929561221,"",129,,,https://s3-media0.fl.yelpcdn.com/bphoto/S-uU6Nm3Ck0w3tZ2LDbVgw/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:43.824 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:43.824 -0700,2025-07-12 16:15:43.824 -0700,,restaurants
3059,yelp_H87m0azdhuw5uo6Y166uUg,Loi Estiatorio,"132 W 58th St",New York,NY,"10019",+12127130015,true,4.7,,$$$,"Greek, Mediterranean",https://www.yelp.com/biz/loi-estiatorio-new-york?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 20:47:00.690 -0700,2025-07-12 20:47:00.690 -0700,H87m0azdhuw5uo6Y166uUg,,,40.765385,-73.978002,"",520,,,https://s3-media0.fl.yelpcdn.com/bphoto/4YoniqYMSjGK2vJUkPVBbQ/o.jpg,,"[""popular"", ""highly-rated"", ""local-favorite""]","[{""text"": ""What a special night!  Had dinner with a friend to celebrate my BDAY.\n\nAlex greeted me with a kiss and a hug.  Maria with a warm embrace.\n\nMissed my gal..."", ""user"": {""name"": ""Norma P."", ""image_url"": null}, ""rating"": 5, ""time_created"": ""2025-03-10 19:01:41""}, {""text"": ""Maria Loi is so nice - exactly like she is on TV!\n\nHer staff is so friendly and attentive.\n\nThe food is INCREDIBLE. I enjoyed the octopus & a piece of the..."", ""user"": {""name"": ""Khristina S."", ""image_url"": ""https://s3-media0.fl.yelpcdn.com/photo/OnZh6UjbOoplA8RDKUoIZg/o.jpg""}, ""rating"": 5, ""time_created"": ""2024-12-13 08:45:08""}, {""text"": ""Such a wonderful restaurant.  I had dinner here with my cousins. Delicious  Greek food served in a warm, cozy atmosphere.\n\nExecutive chef, Maria Loi owns..."", ""user"": {""name"": ""Andrea H."", ""image_url"": ""https://s3-media0.fl.yelpcdn.com/photo/T62QlAy1wmslO_O2AG_pgQ/o.jpg""}, ""rating"": 5, ""time_created"": ""2024-06-14 19:18:16""}]",true,0.9,{yelp},2025-07-12 20:47:00.690 -0700,,false,0.00,"",{},0,false,2025-07-12 20:47:00.690 -0700,2025-07-12 20:47:00.690 -0700,,restaurants
1605,yelp_3OeKiV0yRa_y4mjJ71wiZA,Moto Azabu Sushi Bar & Grill,"517 Washington Blvd Fl 2",Marina del Rey,CA,"90292",+13103054600,true,4.3,,$$$,"Sushi Bars, Izakaya",https://www.yelp.com/biz/moto-azabu-sushi-bar-and-grill-marina-del-rey?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:44.129 -0700,2025-07-12 16:15:44.129 -0700,"3OeKiV0yRa_y4mjJ71wiZA",,,33.982968611439915,-118.46113214459756,"",397,,,https://s3-media0.fl.yelpcdn.com/bphoto/K3GfkcNjWk0dPzRnWLCNLQ/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:44.129 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:44.129 -0700,2025-07-12 16:15:44.129 -0700,,restaurants
1610,yelp_WvNTaKXqvucdvknH3sl5-w,Caravan Swim Club,"8639 Lincoln Blvd Hotel June Hotel June",Los Angeles,CA,"90045",+13104916646,true,4.3,,$$,"Cocktail Bars, Breakfast & Brunch, Mexican",https://www.yelp.com/biz/caravan-swim-club-los-angeles?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:52.171 -0700,2025-07-12 16:15:52.171 -0700,WvNTaKXqvucdvknH3sl5-w,,,33.958652,-118.418774,"",134,,,https://s3-media0.fl.yelpcdn.com/bphoto/BEWQBErIelcvgISYYP4NpQ/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 16:15:52.171 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:52.171 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
1607,yelp_xNey9wp2HUXODw69X-xjiQ,VENICE RAMEN,"515 Washington Blvd",Marina Del Rey,CA,"90292",+13104488886,true,4.3,,$$,Ramen,https://www.yelp.com/biz/venice-ramen-marina-del-rey-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:44.427 -0700,2025-07-12 16:15:44.427 -0700,xNey9wp2HUXODw69X-xjiQ,,,33.9832309,-118.46046963036528,"",473,,,https://s3-media0.fl.yelpcdn.com/bphoto/h9CNObM5qhmHH2xOPlH25A/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:44.427 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:44.427 -0700,2025-07-12 16:15:44.427 -0700,,restaurants
1616,yelp_Yir83d1KwhNYT11YNlZnIQ,El Jacalito Oaxaqueño,"12618 W Washington Blvd",Culver City,CA,"90066",+13105724625,true,4.3,,$,"Mexican, Breakfast & Brunch, Desserts",https://www.yelp.com/biz/el-jacalito-oaxaque%C3%B1o-culver-city?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:53.602 -0700,2025-07-12 16:15:53.602 -0700,Yir83d1KwhNYT11YNlZnIQ,,,33.9966342,-118.4327068,"",218,,,https://s3-media0.fl.yelpcdn.com/bphoto/2BisxiJrdNldAqkqv8qOQg/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 16:15:53.602 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:53.602 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
1617,yelp_fd7ogawotk0rXafXahdS3Q,Señor G's Fresh & Healthy Mexican Food,"343 Culver Blvd",Playa Del Rey,CA,"90293",+13108227733,true,4.4,,$$,"Mexican, Juice Bars & Smoothies, Breakfast & Brunch",https://www.yelp.com/biz/se%C3%B1or-gs-fresh-and-healthy-mexican-food-playa-del-rey-4?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:53.757 -0700,2025-07-12 16:15:53.757 -0700,fd7ogawotk0rXafXahdS3Q,,,33.96065,-118.44666,"",780,,,https://s3-media0.fl.yelpcdn.com/bphoto/muf2-fuxZxqWOczYO6BIXQ/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 16:15:53.757 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:53.757 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
1618,yelp_qFVd-FrLL5YQ2-xGVSTHyw,Lazy Daisy - Mar Vista,"11677 National Blvd",Los Angeles,CA,"90064",+12138197470,true,4.3,,,"Breakfast & Brunch, Cafes, American",https://www.yelp.com/biz/lazy-daisy-mar-vista-los-angeles?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:53.911 -0700,2025-07-12 16:15:53.911 -0700,qFVd-FrLL5YQ2-xGVSTHyw,,,34.02316746,-118.4377836,"",53,,,https://s3-media0.fl.yelpcdn.com/bphoto/iYBOqBOY7QQ4tjmtOX8XwQ/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 16:15:53.911 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:53.911 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
3060,yelp_dmpjkgorPseiYvA5CQkygQ,Bourbon Steak,"160 Central Park S JW Marriott Essex",New York,NY,"10019",+12124845120,true,4.7,,,"Steakhouses, Wine Bars, Seafood",https://www.yelp.com/biz/bourbon-steak-new-york-3?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 20:47:00.834 -0700,2025-07-12 20:47:00.834 -0700,dmpjkgorPseiYvA5CQkygQ,,,40.766259,-73.978552,"",149,,,https://s3-media0.fl.yelpcdn.com/bphoto/MhN4smL11nEnSic5ZN00QA/o.jpg,,"[""popular"", ""highly-rated"", ""local-favorite""]","[{""text"": ""George and Marsella were amazing! The food and atmosphere of the restaurant was fantastic."", ""user"": {""name"": ""Dale B."", ""image_url"": null}, ""rating"": 5, ""time_created"": ""2025-06-24 19:17:35""}, {""text"": ""Everything was incredibly delicious and the server and chef were very attentive to specific allergies with my guest. Beautiful space and delicious."", ""user"": {""name"": ""Tracey A."", ""image_url"": null}, ""rating"": 5, ""time_created"": ""2025-06-18 18:28:55""}, {""text"": ""Very good service and amazing food and dessert, James and Rajeev were fantastic help and overall a great place to eat!"", ""user"": {""name"": ""Loucas G."", ""image_url"": null}, ""rating"": 5, ""time_created"": ""2025-06-15 16:12:50""}]",true,0.9,{yelp},2025-07-12 20:47:00.834 -0700,,false,0.00,"",{},0,false,2025-07-12 20:47:00.834 -0700,2025-07-12 20:47:00.834 -0700,,restaurants
3061,yelp_7jG0JgpWs4APQRflhIyhhQ,Lena’s Italian Kitchen,"1167 2nd Ave",New York,NY,"10065",+12127255362,true,4.7,,,Italian,https://www.yelp.com/biz/lena-s-italian-kitchen-new-york?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 20:47:00.992 -0700,2025-07-12 20:47:00.992 -0700,"7jG0JgpWs4APQRflhIyhhQ",,,40.76228,-73.963519,"",120,,,https://s3-media0.fl.yelpcdn.com/bphoto/QE5hQkVwZZuY3qu91QsDkg/o.jpg,,"[""popular"", ""highly-rated"", ""local-favorite""]","[{""text"": ""Everything here is consistently delicious.  Good specials,, too!  Such as their \""APPY Hour\"", featuring HALF PRICE appetizers, Monday to Friday, 4pm to 6pm...."", ""user"": {""name"": ""Reva R."", ""image_url"": ""https://s3-media0.fl.yelpcdn.com/photo/la7c9Q6diZZ2GFtukzQF1A/o.jpg""}, ""rating"": 5, ""time_created"": ""2025-02-13 15:20:50""}, {""text"": ""Great little Italian take away place. It's take out only so order online about 10 minutes prior to pick up. Small but perfected menu that can be found..."", ""user"": {""name"": ""Donna U."", ""image_url"": ""https://s3-media0.fl.yelpcdn.com/photo/dKcdefjtRVrEUVqiNuwh7A/o.jpg""}, ""rating"": 5, ""time_created"": ""2024-01-23 17:46:53""}, {""text"": ""Great go-to for good take out. Great food and they allow you to customize your order.  We love a good chicken parm and you can choose your sauce (vodka..."", ""user"": {""name"": ""Megan P."", ""image_url"": ""https://s3-media0.fl.yelpcdn.com/photo/2zq5DOULKN7ee92BlNc43A/o.jpg""}, ""rating"": 4, ""time_created"": ""2024-06-08 09:54:01""}]",true,0.9,{yelp},2025-07-12 20:47:00.992 -0700,,false,0.00,"",{},0,false,2025-07-12 20:47:00.992 -0700,2025-07-12 20:47:00.992 -0700,,restaurants
1625,yelp_xXR8diNF1XmhSKNK9Fy6mQ,Sushi Beluga,"207 Culver Blvd",Playa del Rey,CA,"90293",+14242284573,true,4.6,,$$,"Sushi Bars, Japanese, Seafood",https://www.yelp.com/biz/sushi-beluga-playa-del-rey-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 16:15:59.704 -0700,2025-07-12 16:15:59.704 -0700,xXR8diNF1XmhSKNK9Fy6mQ,,,33.95955633,-118.448326,"",460,,,https://s3-media0.fl.yelpcdn.com/bphoto/nHaZjr26G_4dBoj3lPU_fA/o.jpg,,"[]","",true,0.9,{yelp},2025-07-12 16:15:59.704 -0700,,false,0.00,"",{},0,false,2025-07-12 16:15:59.704 -0700,2025-07-12 16:15:59.704 -0700,,restaurants
611,yelp_G55h6ynD4aFY0D_3TyAYpA,ABSteak by Chef Akira Back,"8500 Beverly Blvd Ste 111",Los Angeles,CA,"90048",+14242869900,true,4.6,,$$$$,"Steakhouses, Korean, Barbeque",https://www.yelp.com/biz/absteak-by-chef-akira-back-los-angeles?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 15:42:34.677 -0700,2025-07-12 15:42:34.677 -0700,G55h6ynD4aFY0D_3TyAYpA,,,34.073699,-118.377065,"",228,,,https://s3-media0.fl.yelpcdn.com/bphoto/GHI9q821k2XtVDFK-r4dbA/o.jpg,,"[""popular"", ""highly-rated"", ""local-favorite""]","",true,0.9,{yelp},2025-07-12 15:42:34.677 -0700,,false,0.00,"",{},0,false,2025-07-12 15:42:34.677 -0700,2025-07-13 09:30:25.161 -0700,fine_dining,restaurants
